cruiseid,ship,three,four,five,six,seven,eight,nine
"tn299", "R/V Thomas G. Thompson", "2013", "6", "28", "Delaney", "VISIONS'13: OOI-RSN Installation", "OOI-RSN NE Pacific sites", " "
