cruiseid,ship,three,four,five,six,seven,eight,nine
"oc1308B", "R/V Oceanus", "2013", "8", "28", "Jeff McGuire and Susan Schwartz", "Cascadia Initiative Expedition Team", "Offshore Oregon and Washington", " "
