cruiseid,ship,three,four,five,six,seven,eight,nine
"KN210-04", "R/V Knorr", "2013", "3", "25", "Elizabeth Kujawinski ", "Deepwater DOM", "Western Atlantic Ocean", "end 9 May; NSF OCE CO funded (data to BCO-DMO) "
