cruiseid,ship,three,four,five,six,seven,eight,nine
"KN207-01", "R/V Knorr", "2012", "4", "21", "Benjamin Van Mooy", "non-P lipids", "North Atlantic stations at 40N 65W and 35N 65W", " "
