cruiseid,ship,three,four,five,six,seven,eight,nine
"at26-04", "R/V Atlantis", "2013", "7", "31", "Paul Johnson", " ", "box defined by latitudes 46N and 47 125W and 126W the Washington state continental margin.", " "
