cruiseid,ship,three,four,five,six,seven,eight,nine
"MGL1211", "R/V Langseth", "2012", "6", "11", "Suzanne Carbotte", "Cascadia Ridge to Trench", "Juan de Fuca Plate/Cascadia", " "
